id_x,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,id_y,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,free_cash_flow,cfo_quality,capex_pct,capex_label,fcf_conversion,cfo_sign,cfi_sign,cff_sign,pattern_label
115,ADANIPORTS,Mar 2013,1379.0,-5136.0,4138.0,381.0,120,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,-3757.0,Moderate,143.58400894604418,Capital Intensive,-157.7246011754828,+,-,+,Mixed
115,ADANIPORTS,Mar 2013,1379.0,-5136.0,4138.0,381.0,133,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,-3757.0,Moderate,143.58400894604418,Capital Intensive,-157.7246011754828,+,-,+,Mixed
116,ADANIPORTS,Mar 2014,1132.0,-2510.0,772.0,-606.0,121,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,-1378.0,Moderate,51.96687370600414,Capital Intensive,-47.20794792737239,+,-,+,Mixed
116,ADANIPORTS,Mar 2014,1132.0,-2510.0,772.0,-606.0,134,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,-1378.0,Moderate,51.96687370600414,Capital Intensive,-47.20794792737239,+,-,+,Mixed
117,ADANIPORTS,Mar 2015,3057.0,-2485.0,-237.0,335.0,122,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,572.0,High Quality,40.39336801040312,Capital Intensive,14.659149154279858,+,-,-,Reinvestor
117,ADANIPORTS,Mar 2015,3057.0,-2485.0,-237.0,335.0,135,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,572.0,High Quality,40.39336801040312,Capital Intensive,14.659149154279858,+,-,-,Reinvestor
118,ADANIPORTS,Mar 2016,2381.0,-4153.0,2170.0,398.0,123,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,-1772.0,Moderate,58.418905612603744,Capital Intensive,-38.71531570897968,+,-,+,Mixed
118,ADANIPORTS,Mar 2016,2381.0,-4153.0,2170.0,398.0,136,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,-1772.0,Moderate,58.418905612603744,Capital Intensive,-38.71531570897968,+,-,+,Mixed
119,ADANIPORTS,Mar 2017,4063.0,-2629.0,-1325.0,109.0,124,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,1434.0,High Quality,31.152980210925463,Capital Intensive,26.46733111849391,+,-,-,Reinvestor
119,ADANIPORTS,Mar 2017,4063.0,-2629.0,-1325.0,109.0,137,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,1434.0,High Quality,31.152980210925463,Capital Intensive,26.46733111849391,+,-,-,Reinvestor
120,ADANIPORTS,Mar 2018,5608.0,-3846.0,-1889.0,-127.0,125,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,1762.0,High Quality,33.966263357767374,Capital Intensive,24.6192538773229,+,-,-,Reinvestor
120,ADANIPORTS,Mar 2018,5608.0,-3846.0,-1889.0,-127.0,138,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,1762.0,High Quality,33.966263357767374,Capital Intensive,24.6192538773229,+,-,-,Reinvestor
121,ADANIPORTS,Mar 2019,6029.0,-4368.0,2313.0,3975.0,126,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,1661.0,High Quality,39.98169336384439,Capital Intensive,25.181928441479684,+,-,+,Mixed
121,ADANIPORTS,Mar 2019,6029.0,-4368.0,2313.0,3975.0,139,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,1661.0,High Quality,39.98169336384439,Capital Intensive,25.181928441479684,+,-,+,Mixed
122,ADANIPORTS,Mar 2020,7402.0,-749.0,-4256.0,2397.0,127,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,6653.0,High Quality,6.308430893624189,Moderate,111.87153186480579,+,-,-,Reinvestor
122,ADANIPORTS,Mar 2020,7402.0,-749.0,-4256.0,2397.0,140,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,6653.0,High Quality,6.308430893624189,Moderate,111.87153186480579,+,-,-,Reinvestor
123,ADANIPORTS,Mar 2021,7556.0,-14064.0,3514.0,-2994.0,128,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,-6508.0,High Quality,112.06374501992032,Capital Intensive,-74.90791896869244,+,-,+,Mixed
123,ADANIPORTS,Mar 2021,7556.0,-14064.0,3514.0,-2994.0,141,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,-6508.0,High Quality,112.06374501992032,Capital Intensive,-74.90791896869244,+,-,+,Mixed
124,ADANIPORTS,Mar 2022,10420.0,-5493.0,-586.0,4341.0,129,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,4927.0,High Quality,32.087154623517726,Capital Intensive,51.710747271200674,+,-,-,Reinvestor
124,ADANIPORTS,Mar 2022,10420.0,-5493.0,-586.0,4341.0,142,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,4927.0,High Quality,32.087154623517726,Capital Intensive,51.710747271200674,+,-,-,Reinvestor
125,ADANIPORTS,Mar 2023,11900.0,-16716.0,-2734.0,-7550.0,130,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,-4816.0,High Quality,80.1649721849223,Capital Intensive,-43.99378825248927,+,-,-,Reinvestor
125,ADANIPORTS,Mar 2023,11900.0,-16716.0,-2734.0,-7550.0,143,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,-4816.0,High Quality,80.1649721849223,Capital Intensive,-43.99378825248927,+,-,-,Reinvestor
126,ADANIPORTS,Mar 2024,15018.0,-6768.0,-7800.0,450.0,131,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,8250.0,High Quality,25.337875781513237,Capital Intensive,52.92193213163128,+,-,-,Reinvestor
126,ADANIPORTS,Mar 2024,15018.0,-6768.0,-7800.0,450.0,144,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,8250.0,High Quality,25.337875781513237,Capital Intensive,52.92193213163128,+,-,-,Reinvestor
127,ADANIPOWER,Mar 2013,3001.0,-4064.0,861.0,-203.0,146,6692,5732,960.0,14.0,215,1703,1290,-1818,26.0,-2295,-10.0,0.0,-1063.0,Accrual Risk,60.72922893006575,Capital Intensive,-110.72916666666666,+,-,+,Mixed
128,ADANIPOWER,Mar 2014,3238.0,-4700.0,1631.0,169.0,147,15328,10735,4593.0,30.0,137,4162,1937,-1370,-79.0,-291,-1.0,0.0,-1462.0,Accrual Risk,30.66283924843424,Capital Intensive,-31.83104724580884,+,-,+,Mixed
129,ADANIPOWER,Mar 2015,5824.0,-4737.0,-1144.0,-58.0,148,18683,14005,4678.0,25.0,1188,4864,1818,-816,0.0,-816,-3.0,0.0,1087.0,Accrual Risk,25.354600438901677,Capital Intensive,23.236425823001284,+,-,-,Reinvestor
130,ADANIPOWER,Mar 2016,5257.0,-2692.0,-2713.0,-148.0,149,25377,16575,8802.0,35.0,-201,5560,2666,375,-47.0,551,2.0,0.0,2565.0,High Quality,10.60803089411672,Capital Intensive,29.141104294478527,+,-,-,Reinvestor
131,ADANIPOWER,Mar 2017,4725.0,-1212.0,-3539.0,-26.0,150,22616,16635,5980.0,26.0,-3666,5902,2672,-6260,-1.0,-6174,-16.0,0.0,3513.0,Accrual Risk,5.359037849310223,Moderate,58.745819397993316,+,-,-,Reinvestor
132,ADANIPOWER,Mar 2018,5101.0,-520.0,-4600.0,-19.0,151,20304,14868,5436.0,27.0,754,5570,2699,-2079,0.0,-2103,-5.0,0.0,4581.0,Accrual Risk,2.56107171000788,Asset Light,84.27152317880795,+,-,-,Reinvestor
133,ADANIPOWER,Mar 2019,5610.0,-984.0,-4663.0,-37.0,152,23884,18901,4983.0,21.0,2448,5657,2751,-976,1.0,-984,-3.0,0.0,4626.0,Accrual Risk,4.119912912409982,Moderate,92.83564118001205,+,-,-,Reinvestor
134,ADANIPOWER,Mar 2020,5598.0,-2304.0,-2377.0,917.0,153,26468,20734,5734.0,22.0,323,5315,3006,-2265,0.0,-2275,-6.0,0.0,3294.0,Accrual Risk,8.704851141000454,Capital Intensive,57.446808510638306,+,-,-,Reinvestor
135,ADANIPOWER,Mar 2021,7014.0,-2188.0,-5655.0,-828.0,154,26221,17533,8688.0,33.0,1909,5106,3202,2289,45.0,1270,3.0,0.0,4826.0,High Quality,8.344456733152816,Capital Intensive,55.547882136279924,+,-,-,Reinvestor
136,ADANIPOWER,Mar 2022,10233.0,774.0,-10338.0,669.0,155,27711,17830,9881.0,36.0,3908,4095,3118,6577,25.0,4912,13.0,0.0,11007.0,High Quality,2.793114647612861,Asset Light,111.39560773201094,+,+,-,Liquidating Assets
137,ADANIPOWER,Mar 2023,8431.0,1545.0,-10408.0,-433.0,156,38773,28677,10096.0,26.0,4216,3334,3304,7675,-40.0,10727,28.0,0.0,9976.0,Moderate,3.984731643153741,Moderate,98.81141045958796,+,+,-,Liquidating Assets
138,ADANIPOWER,Mar 2024,14170.0,3481.0,-16864.0,787.0,157,50351,32124,18228.0,36.0,9883,3388,3931,20792,0.0,20829,54.0,0.0,17651.0,Moderate,6.9134674584417395,Moderate,96.83454026771999,+,+,-,Liquidating Assets
139,AMBUJACEM,Dec 2012,1860.0,-388.0,-509.0,962.0,159,9749,7276,2473.0,25.0,69,78,569,1896,32.0,1292,8.0,43.0,1472.0,High Quality,3.979895373884501,Moderate,59.522846744844315,+,-,-,Reinvestor
140,AMBUJACEM,Dec 2013,1267.0,-496.0,-672.0,99.0,160,9161,7492,1669.0,18.0,390,67,494,1498,15.0,1278,8.0,44.0,771.0,Moderate,5.414256085580177,Moderate,46.19532654284003,+,-,-,Reinvestor
141,AMBUJACEM,Dec 2014,1675.0,-456.0,-721.0,498.0,161,9955,8022,1934.0,19.0,419,66,513,1774,16.0,1487,10.0,46.0,1219.0,High Quality,4.580612757408337,Moderate,63.02998965873836,+,-,-,Reinvestor
142,AMBUJACEM,Dec 2015,1557.0,-83.0,-900.0,574.0,162,9437,7895,1542.0,16.0,353,92,630,1173,31.0,808,5.0,54.0,1474.0,High Quality,0.8795167955918195,Asset Light,95.59014267185474,+,-,-,Reinvestor
143,AMBUJACEM,Dec 2016,2810.0,-4165.0,-958.0,-2312.0,163,20094,16913,3181.0,16.0,441,153,1461,2008,29.0,1434,6.0,50.0,-1355.0,High Quality,20.727580372250422,Capital Intensive,-42.59666771455517,+,-,-,Reinvestor
144,AMBUJACEM,Dec 2017,3416.0,-738.0,-1015.0,1663.0,164,23609,19751,3858.0,16.0,335,206,1219,2768,30.0,1945,8.0,47.0,2678.0,High Quality,3.125926553433013,Moderate,69.4142042509072,+,-,-,Reinvestor
145,AMBUJACEM,Dec 2018,1703.0,-765.0,-719.0,220.0,165,26041,22030,4011.0,15.0,232,170,1154,2919,-2.0,2973,11.0,14.0,938.0,Moderate,2.9376752044852346,Asset Light,23.38568935427574,+,-,-,Reinvestor
146,AMBUJACEM,Dec 2019,4739.0,-1191.0,-629.0,2919.0,166,27104,22507,4597.0,17.0,601,170,1153,3875,28.0,2783,11.0,14.0,3548.0,High Quality,4.394185360094451,Moderate,77.18077006743529,+,-,-,Reinvestor
147,AMBUJACEM,Dec 2020,4832.0,-1317.0,-3956.0,-441.0,167,24516,19511,5006.0,20.0,288,140,1162,3992,22.0,3107,12.0,151.0,3515.0,High Quality,5.3720019579050415,Moderate,70.2157411106672,+,-,-,Reinvestor
148,AMBUJACEM,Dec 2021,5309.0,-2007.0,-516.0,2786.0,168,28965,22755,6210.0,21.0,252,146,1152,5164,28.0,3711,14.0,45.0,3302.0,High Quality,6.929052304505437,Moderate,53.17230273752013,+,-,-,Reinvestor
150,AMBUJACEM,Mar 2024,5646.0,-8941.0,5689.0,2394.0,170,33160,26760,6400.0,19.0,1401,276,1623,5901,20.0,4738,16.0,12.0,-3295.0,High Quality,26.963208685162847,Capital Intensive,-51.48437500000001,+,-,+,Mixed
151,APOLLOHOSP,Mar 2013,443.0,-733.0,373.0,83.0,172,3769,3157,612.0,16.0,33,103,142,399,26.0,303,22.0,25.0,-290.0,High Quality,19.44812947731494,Capital Intensive,-47.385620915032675,+,-,+,Mixed
152,APOLLOHOSP,Mar 2014,373.0,-356.0,-63.0,-46.0,173,4357,3681,676.0,16.0,18,119,168,407,25.0,315,23.0,25.0,17.0,High Quality,8.170759697039246,Capital Intensive,2.514792899408284,+,-,-,Reinvestor
153,APOLLOHOSP,Mar 2015,470.0,-759.0,392.0,103.0,174,5129,4392,737.0,14.0,47,118,212,455,29.0,335,24.0,24.0,-289.0,High Quality,14.798206278026907,Capital Intensive,-39.21302578018996,+,-,+,Mixed
154,APOLLOHOSP,Mar 2016,597.0,-888.0,330.0,39.0,175,6150,5465,684.0,11.0,92,180,264,332,29.0,235,17.0,35.0,-291.0,High Quality,14.439024390243901,Capital Intensive,-42.54385964912281,+,-,+,Mixed
155,APOLLOHOSP,Mar 2017,623.0,-1152.0,477.0,-52.0,176,7256,6522,734.0,10.0,60,257,314,222,41.0,131,16.0,38.0,-529.0,High Quality,15.87651598676957,Capital Intensive,-72.0708446866485,+,-,+,Mixed
156,APOLLOHOSP,Mar 2018,537.0,-405.0,-108.0,24.0,177,8243,7442,801.0,10.0,24,295,359,171,65.0,60,8.0,59.0,132.0,High Quality,4.91325973553318,Moderate,16.479400749063668,+,-,-,Reinvestor
157,APOLLOHOSP,Mar 2019,905.0,-711.0,-215.0,-20.0,178,9617,8548,1070.0,11.0,26,327,396,373,47.0,200,17.0,35.0,194.0,High Quality,7.393157949464491,Moderate,18.13084112149533,+,-,-,Reinvestor
158,APOLLOHOSP,Mar 2020,1293.0,-289.0,-910.0,94.0,179,11247,9656,1591.0,14.0,222,533,620,660,34.0,432,33.0,18.0,1004.0,High Quality,2.569574108651196,Asset Light,63.10496543054682,+,-,-,Reinvestor
